nm; %R
852,000000; 19,686746
851,000000; 19,556005
850,000000; 20,085462
849,000000; 19,900720
848,000000; 19,608135
847,000000; 19,746638
846,000000; 19,952285
845,000000; 19,867341
844,000000; 19,938333
843,000000; 19,776365
842,000000; 19,656590
841,000000; 19,760998
840,000000; 19,708883
839,000000; 19,738004
838,000000; 19,875814
837,000000; 19,858905
836,000000; 20,028512
835,000000; 19,947100
834,000000; 19,786913
833,000000; 20,039950
832,000000; 19,920315
831,000000; 19,790952
830,000000; 19,756587
829,000000; 19,780206
828,000000; 19,772243
827,000000; 19,776407
826,000000; 19,808153
825,000000; 19,854119
824,000000; 19,845476
823,000000; 19,703471
822,000000; 19,855607
821,000000; 19,837996
820,000000; 19,802866
819,000000; 19,896965
818,000000; 19,914600
817,000000; 19,864565
816,000000; 19,875853
815,000000; 19,808466
814,000000; 19,946261
813,000000; 19,911272
812,000000; 19,899985
811,000000; 19,866959
810,000000; 19,780484
809,000000; 19,903112
808,000000; 19,836351
807,000000; 19,690900
806,000000; 19,696436
805,000000; 19,743833
804,000000; 19,886344
803,000000; 19,801090
802,000000; 19,772641
801,000000; 19,910004
800,000000; 19,808136
799,000000; 19,905401
798,000000; 19,861337
797,000000; 19,887391
796,000000; 19,882706
795,000000; 19,845362
794,000000; 19,825456
793,000000; 19,897495
792,000000; 19,720827
791,000000; 19,931912
790,000000; 19,865101
789,000000; 19,820397
788,000000; 19,805418
787,000000; 19,765928
786,000000; 19,761685
785,000000; 19,928258
784,000000; 19,837964
783,000000; 19,793862
782,000000; 19,791977
781,000000; 19,971927
780,000000; 19,892568
779,000000; 19,808228
778,000000; 19,910556
777,000000; 19,907905
776,000000; 19,893141
775,000000; 19,861759
774,000000; 19,887824
773,000000; 19,807057
772,000000; 19,731894
771,000000; 19,854412
770,000000; 19,909189
769,000000; 19,799685
768,000000; 19,876632
767,000000; 19,901730
766,000000; 19,795070
765,000000; 19,959896
764,000000; 19,911192
763,000000; 19,939338
762,000000; 19,831486
761,000000; 19,809747
760,000000; 19,908039
759,000000; 19,826270
758,000000; 19,864239
757,000000; 19,912953
756,000000; 19,921224
755,000000; 19,903484
754,000000; 19,914135
753,000000; 19,838507
752,000000; 20,033510
751,000000; 19,956781
750,000000; 19,973112
749,000000; 19,908402
748,000000; 19,952949
747,000000; 19,861078
746,000000; 19,858716
745,000000; 19,943116
744,000000; 19,933749
743,000000; 19,961422
742,000000; 19,952120
741,000000; 19,967298
740,000000; 19,921076
739,000000; 19,954619
738,000000; 19,972334
737,000000; 20,009605
736,000000; 19,969588
735,000000; 19,954095
734,000000; 19,988765
733,000000; 19,936106
732,000000; 20,034909
731,000000; 19,970934
730,000000; 19,989772
729,000000; 20,031953
728,000000; 19,903667
727,000000; 19,961921
726,000000; 19,963026
725,000000; 20,011807
724,000000; 19,970313
723,000000; 19,993410
722,000000; 20,015067
721,000000; 19,995990
720,000000; 20,004849
719,000000; 19,977704
718,000000; 19,983604
717,000000; 20,010193
716,000000; 19,993816
715,000000; 20,095535
714,000000; 20,033264
713,000000; 19,984174
712,000000; 20,078061
711,000000; 20,007668
710,000000; 20,031809
709,000000; 20,065273
708,000000; 20,000716
707,000000; 20,060696
706,000000; 20,070029
705,000000; 20,062309
704,000000; 20,094959
703,000000; 20,036294
702,000000; 20,044224
701,000000; 20,091603
700,000000; 20,088092
699,000000; 20,104073
698,000000; 20,109519
697,000000; 20,070983
696,000000; 20,069439
695,000000; 20,121452
694,000000; 20,093915
693,000000; 20,101985
692,000000; 20,107342
691,000000; 20,153827
690,000000; 20,142032
689,000000; 20,133079
688,000000; 20,110262
687,000000; 20,200399
686,000000; 20,153989
685,000000; 20,149063
684,000000; 20,179267
683,000000; 20,196728
682,000000; 20,197134
681,000000; 20,163355
680,000000; 20,162210
679,000000; 20,177618
678,000000; 20,201265
677,000000; 20,222274
676,000000; 20,198886
675,000000; 20,201566
674,000000; 20,218331
673,000000; 20,186178
672,000000; 20,208954
671,000000; 20,222474
670,000000; 20,230250
669,000000; 20,260162
668,000000; 20,237220
667,000000; 20,213376
666,000000; 20,203865
665,000000; 20,264194
664,000000; 20,292538
663,000000; 20,319144
662,000000; 20,322990
661,000000; 20,308202
660,000000; 20,310944
659,000000; 20,358925
658,000000; 20,322669
657,000000; 20,345149
656,000000; 20,350390
655,000000; 20,356265
654,000000; 20,344509
653,000000; 20,345634
652,000000; 20,353287
651,000000; 20,350725
650,000000; 20,320184
649,000000; 20,335812
648,000000; 20,407725
647,000000; 20,396830
646,000000; 20,390099
645,000000; 20,364322
644,000000; 20,372954
643,000000; 20,391710
642,000000; 20,398349
641,000000; 20,379956
640,000000; 20,392027
639,000000; 20,384807
638,000000; 20,406961
637,000000; 20,396829
636,000000; 20,422288
635,000000; 20,465626
634,000000; 20,436062
633,000000; 20,454564
632,000000; 20,441513
631,000000; 20,445243
630,000000; 20,481838
629,000000; 20,494635
628,000000; 20,473547
627,000000; 20,462752
626,000000; 20,460667
625,000000; 20,472650
624,000000; 20,474256
623,000000; 20,468731
622,000000; 20,496168
621,000000; 20,513835
620,000000; 20,520864
619,000000; 20,516386
618,000000; 20,520972
617,000000; 20,544509
616,000000; 20,549200
615,000000; 20,525799
614,000000; 20,533732
613,000000; 20,562562
612,000000; 20,549752
611,000000; 20,542403
610,000000; 20,559451
609,000000; 20,581672
608,000000; 20,580062
607,000000; 20,594533
606,000000; 20,597735
605,000000; 20,591861
604,000000; 20,608046
603,000000; 20,631340
602,000000; 20,637477
601,000000; 20,638459
600,000000; 20,658976
599,000000; 20,687361
598,000000; 20,694118
597,000000; 20,697274
596,000000; 20,675268
595,000000; 20,682584
594,000000; 20,709227
593,000000; 20,717531
592,000000; 20,735968
591,000000; 20,737677
590,000000; 20,740075
589,000000; 20,760112
588,000000; 20,778898
587,000000; 20,792064
586,000000; 20,804153
585,000000; 20,806361
584,000000; 20,797128
583,000000; 20,820279
582,000000; 20,841919
581,000000; 20,853123
580,000000; 20,855511
579,000000; 20,872825
578,000000; 20,907089
577,000000; 20,921149
576,000000; 20,924624
575,000000; 20,926123
574,000000; 20,946214
573,000000; 20,981606
572,000000; 20,998456
571,000000; 20,990935
570,000000; 21,000160
569,000000; 21,013131
568,000000; 21,037034
567,000000; 21,052964
566,000000; 21,050200
565,000000; 21,089080
564,000000; 21,106090
563,000000; 21,132298
562,000000; 21,145382
561,000000; 21,124000
560,000000; 21,130430
559,000000; 21,161775
558,000000; 21,170537
557,000000; 21,188147
556,000000; 21,206300
555,000000; 21,231885
554,000000; 21,239369
553,000000; 21,240480
552,000000; 21,243267
551,000000; 21,264903
550,000000; 21,311527
549,000000; 21,308764
548,000000; 21,310736
547,000000; 21,323236
546,000000; 21,333777
545,000000; 21,354644
544,000000; 21,368537
543,000000; 21,376517
542,000000; 21,385558
541,000000; 21,410647
540,000000; 21,426871
539,000000; 21,428459
538,000000; 21,436352
537,000000; 21,445623
536,000000; 21,458591
535,000000; 21,486034
534,000000; 21,507155
533,000000; 21,519773
532,000000; 21,529043
531,000000; 21,551688
530,000000; 21,546564
529,000000; 21,572532
528,000000; 21,585977
527,000000; 21,604552
526,000000; 21,610454
525,000000; 21,630448
524,000000; 21,648318
523,000000; 21,639704
522,000000; 21,678761
521,000000; 21,706910
520,000000; 21,726106
519,000000; 21,731333
518,000000; 21,735143
517,000000; 21,759634
516,000000; 21,796272
515,000000; 21,813706
514,000000; 21,839210
513,000000; 21,857954
512,000000; 21,867584
511,000000; 21,893130
510,000000; 21,918275
509,000000; 21,917623
508,000000; 21,978558
507,000000; 22,012399
506,000000; 22,035286
505,000000; 22,048275
504,000000; 22,082234
503,000000; 22,124601
502,000000; 22,166716
501,000000; 22,180353
